Number of Learning Problems, Avg. Matched Rate, Avg. Coverage Rate
100, 0.9571428571428571, 0.7608695652173914
200, 0.9785714285714285, 0.7608695652173914
300, 0.8857142857142857, 0.7608695652173914
400, 0.8357142857142857, 0.7608695652173914
500, 0.8714285714285714, 0.7608695652173914
600, 0.9857142857142858, 0.7608695652173914
700, 0.9857142857142858, 0.7608695652173914
800, 0.9857142857142858, 0.7608695652173914
900, 0.9928571428571429, 0.7608695652173914
1000, 0.95, 0.7608695652173914
1100, 1.0, 0.7608695652173914
1200, 1.0, 0.7608695652173914
1300, 0.9785714285714285, 0.7608695652173914
1400, 1.0, 0.7608695652173914
1500, 1.0, 0.7608695652173914
1600, 0.95, 0.7608695652173914
1700, 1.0, 0.7608695652173914
1800, 1.0, 0.7608695652173914
1900, 0.8928571428571429, 0.7608695652173914
2000, 0.9857142857142858, 0.7608695652173914
2100, 0.9642857142857143, 0.7608695652173914
2200, 0.8785714285714286, 0.7608695652173914
2300, 0.8857142857142857, 0.7608695652173914
2400, 0.9357142857142857, 0.7608695652173914
2500, 0.9071428571428571, 0.7608695652173914
2600, 0.9571428571428571, 0.7608695652173914
2700, 0.95, 0.7608695652173914
2800, 1.0, 0.7608695652173914
2900, 0.9642857142857143, 0.7608695652173914
3000, 0.9428571428571428, 0.7608695652173914
