Number of Learning Problems, Avg. Matched Rate, Avg. Coverage Rate
100, 0.8571428571428572, 0.7608695652173914
200, 0.9285714285714286, 0.7608695652173914
300, 0.8714285714285714, 0.7608695652173914
400, 0.9142857142857144, 0.7608695652173914
500, 0.9, 0.7608695652173914
600, 0.9285714285714286, 0.7608695652173914
700, 0.9285714285714286, 0.7608695652173914
800, 1.0, 0.7608695652173914
900, 0.9285714285714286, 0.7608695652173914
1000, 0.9285714285714286, 0.7608695652173914
1100, 0.9428571428571428, 0.7608695652173914
1200, 0.9285714285714286, 0.7608695652173914
1300, 0.9, 0.7608695652173914
1400, 0.8428571428571429, 0.7608695652173914
1500, 0.8714285714285714, 0.7608695652173914
1600, 0.8571428571428572, 0.7608695652173914
1700, 0.7571428571428571, 0.7608695652173914
1800, 0.9142857142857143, 0.7608695652173914
1900, 0.8285714285714285, 0.7608695652173914
2000, 0.7714285714285714, 0.7608695652173914
2100, 0.7714285714285714, 0.7608695652173914
2200, 0.7857142857142857, 0.7608695652173914
2300, 0.8142857142857143, 0.7608695652173914
2400, 0.8142857142857143, 0.7608695652173914
2500, 0.8142857142857143, 0.7608695652173914
2600, 0.9285714285714286, 0.7608695652173914
2700, 0.9142857142857143, 0.7608695652173914
2800, 0.9142857142857143, 0.7608695652173914
2900, 0.9142857142857144, 0.7608695652173914
3000, 0.9, 0.7608695652173914
